p,q,r,output
PersonX avoids PersonY's wife,lazy,xAttr,0
PersonX on no condition doesn't throw a huge party,be supported,xIntent,0
PersonX doesn't have problem with spining a yarn,to carry around cookies,xWant,0
PersonX resists biting PersonY's tongue,don't talk to the group,oEffect,0
PersonX disproves PersonX's innocence,happier,xEffect,0
PersonX avoids PersonY's closet,not bad,xReact,0
PersonX hardly ever doesn't lift PersonY's hands,to laugh about it too,xReact,0
PersonX doesn't refuse to go on a date with PersonY.,grateful X was careful,xReact,0
PersonX barely ever calls PersonY's boyfriend,sequested,xReact,0
PersonX doesn't leave without paying.,is asked to get married,xIntent,0
PersonX doesn't have no interest in skateboards,uninterested,xReact,0
PersonX doesn't dislike tricks,to avoid confrontation,xAttr,0
PersonX refuses to help PersonY,fails,xAttr,0
Person X avoids Person Y's friends.,is asked to come,xWant,0
PersonX discontinues PersonX's education,Faces any penalties,xEffect,0
PersonX really unwanted a new car,persony to do it themselves,xWant,0
PersonX displeases PersonX's father,not fortunate,xAttr,0
PersonX went without PersonY's permission,is avoided,xReact,0
PersonX hardly sees PersonY's aunt,Didn't get a purse,xReact,0
PersonX refuses to give PersonY lessons,not mad,xWant,0
PersonX avoids stepping on PersonY's body,to avoid the headache that will follow,xWant,0
PersonX never doesn't make fun of PersonY,to play another game,xReact,0
PersonX discontinues PersonX's education,not loses,xWant,0
PersonX persuades PersonY to stop,they get into trouble,xAttr,0
PersonX doesn't discontinue doing PersonY's research,has no bad feelings,xWant,0
PersonX doesn't displease PersonY's partner,alone,xReact,0
PersonX doesn't stop training PersonY's dog,be somewhere else,oReact,0
PersonX doesn't fail the test,to confront PersonX,xWant,0
PersonX gives PersonY nothing,to avoid confrontation,xReact,0
PersonX unloads all PersonX's things.,to put their foot down,xReact,0
PersonX unloads PersonY's car.,VIOLENT,xWant,0
PersonX is usually somber and rarely laughs,to keep to themselves,xEffect,0
Person X detests and avoids person Y,understanding,xEffect,0
PersonX doesn't stop coming after PersonY,to make a new friend,oWant,0
PersonX has no luck in online auctions,gets queried,xWant,0
PersonX is on no condition invited to a party,not weary,xNeed,0
PersonX dislikes PersonY's food,feels sad,xReact,0
PersonX rarely doesn't give PersonY another chance,carefree,xReact,0
PersonX doesn't refuse to help PersonY with chores,not to be involved with the farm,oWant,0
PersonX doesn't fail to impress PersonY.,no responsibility,xReact,0
PersonX denies that they pick up PersonY's bag,is asked to help out,oEffect,0
PersonX avoids new people,to make up the behavior,xAttr,0
PersonX unties PersonY's shoes,don't witness the act,oReact,0
PersonX refuses to make love to PersonY,get person y fired,xEffect,0
PersonX avoids PersonY's family.,respect,xWant,0
PersonX never doesn't lift a finger for PersonY.,keep in the backgrounf,xWant,0
PersonX doesn't disquiet PersonY's mind,to save up more,xAttr,0
PersonX refuses to visit PersonY,powerful,xNeed,0
PersonX refuses to call on PersonY,The animal to don't live,xReact,0
PersonX hardly ever lifts PersonY's hands,don't laugh about it too,xReact,0
PersonX doesn't go well without PersonY,practice pacifism,xReact,0
PersonX meets no one,not disappointed,xWant,0
PersonX doesn't avoid buying a cake,avoid doing dishes,xAttr,0
PersonX remains unquiet,not Avenge,xWant,0
PersonX displeases PersonY's partner,Off- put,xWant,0
PersonX denies that they have a hard day at work,don't be with their own friends,xAttr,0
PersonX refuses to compromise with PersonY,paranoid,xReact,0
PersonX under no circumstances doesn't play professional basketball,to show contempt,xReact,0
PersonX refuses to compromise with PersonY,not annoyed,xIntent,0
PersonX hardly ever kisses PersonY tenderly,to splurge a bit,xWant,0
PersonX has problem with letting PersonY win,to get PersonY's attention back,xNeed,0
PersonX opposes PersonY's weight,Person y to don't ask for hellp,xWant,0
PersonX avoids the ball,not grateful,xIntent,0
PersonX avoids PersonY.,hurt,xIntent,0
PersonX avoids dating others,be annoyed at person y,xWant,0
PersonX refuses PersonY's gift.,not secretive,oEffect,0
PersonX refuses to visit PersonY,too warm,xEffect,0
PersonX never asks PersonY.,don't go to park,xWant,0
PersonX doesn't create no opportunity,the children to get ready for bed,xAttr,0
PersonX avoids PersonX's son.,peaceful,xNeed,0
PersonX denies that they pick up PersonY's bag,to learn computer,xEffect,0
PersonX is in no way very kind to PersonY,don't disagree with PersonY,xWant,0
PersonX doesn't cease minding PersonX's business,unhappy,xIntent,0
Person X never doesn't meet anyone else,relieved,xNeed,0
PersonX goes well without PersonY,to get into their house,xWant,0
PersonX hardly ever doesn't support PersonY's family,unsure how PersonX is doing,xNeed,0
PersonX doesn't refuse to go there,to do it themselves,xNeed,0
PersonX denies that they pick up PersonY's bag,uncaring,xIntent,0
PersonX dislikes school,to feel used,xReact,0
PersonX dislikes PersonX's grandparents,avoids getting sick,xNeed,0
PersonX doesn't disengage PersonY's attention,rigid,oWant,0
PersonX dislikes PersonY's friend.,to pretend to listen,xAttr,0
PersonX dishonors PersonY,not broke,xWant,0
PersonX has problem with spining a yarn,not smiles,xAttr,0
PersonX barely meets PersonY's mom,Inattentive,xReact,0
PersonX halts making decisions for PersonY,to get a bad grade,oWant,0
PersonX avoids moving back home,Be thank,xReact,0
PersonX hardly doesn't look for PersonY,distant,oWant,0
PersonX leaves without paying.,not calm,xWant,0
PersonX gives PersonY no tips,Doesn't cause more problems,oReact,0
PersonX under no circumstances raises an eyebrow at PersonY,not indepdenent,oReact,0
PersonX has problem with letting PersonY win,is told not to come back,oWant,0
PersonX plays games in the absence of PersonX's friends,irritated,xAttr,0
PersonX doesn't stop coming after PersonY,immoral,xReact,0
PersonX refuses to talk about horses,not timid,xAttr,0
PersonX has no influence on PersonY decisions.,not mean,xWant,0
PersonX is unable to conceive PersonY's child,anti social,xAttr,0
PersonX doesn't have trouble with ringing PersonY's bell,to run away,oEffect,0
PersonX barely ever calls PersonY's boyfriend,not Sequest,xReact,0
PersonX by no means returns PersonY's phone,don't be byself,xIntent,0
PersonX refuses to help PersonY with chores,fearful,xNeed,0
PersonX dislikes PersonX's grandparents,to be at a restaurant,xAttr,0
PersonX unties PersonY's hair,is disappointed,xWant,0
PersonX refuses to help PersonY.,to study extra time,xEffect,0
PersonX avoids buying a cake,Don't get stuck,xNeed,0
PersonX not at all doesn't swirl around PersonY,to hide his identity,xAttr,0
PersonX not at all swirls around PersonY,to spend some time alone,oWant,0
PersonX seldomly asks PersonY to see,not annoyed,xWant,0
PersonX is at all the best gift PersonY had ever gotten,picky,xAttr,0
PersonX dislikes personY,gets called crazy,xNeed,0
PersonX in unaware of PersonY,becomes restless,xWant,0
PersonX goes well without PersonY,Doesn't cry by himself,xReact,0
PersonX doesn't refuse to call on PersonY,Gets a punishment,oReact,0
PersonX doesn't spend some time without PersonY,stubborn,xAttr,0
PersonX doesn't fail to quit PersonX's day job,find another crush,xReact,0
Person x never doesn't do a good job,decisive,xReact,0
PersonX discontinues bringing PersonY inside,Don't stop person,xNeed,0
PersonX hardly ever cuts the ribbon,not unaffectionate,xEffect,0
PersonX avoids PersonY.,don't be childfree,xReact,0
PersonX never gives it to PersonX's mother,to have received service from person y,oReact,0
PersonX avoids PersonY,drained,oEffect,0
PersonX under no circumstances doesn't try to talk to PersonY,to use his closet,xWant,0
PersonX doesn't stop the attack,to know PersonY's friend,xReact,0
PersonX has never met PersonY's parents.,not pushy,oReact,0
PersonX resists biting PersonY's tongue,to respect other's property,xAttr,0
PersonX doesn't dishonor PersonY,forced into a makeover by personx,oEffect,0
PersonX doesn't refuse to wait in the line.,to buy new bike,xAttr,0
PersonX stops accomplishing PersonY's work,to get someone qualified,xNeed,0
PersonX never flies to PersonY,to know person y,xReact,0
PersonX refuses to dance with PersonY.,don't see what personY is doing,xReact,0
PersonX will get married,left out,xAttr,0
PersonX refuses to play beach volleyball,not unliekable,xWant,0
PersonX fails to quit PersonX's day job,don't be spiteful,xNeed,0
PersonX unable to finish PersonX's mission,infertile,xAttr,0
PersonX is in no way very kind to PersonY,rejected,xIntent,0
PersonX doesn't want nothing to do with PersonY,accomplished,xWant,0
PersonX discontinues bringing PersonY inside,to avoid an argument,oEffect,0
PersonX doesn't deny that they write stories,loses their reputation because of the gossip,xIntent,0
PersonX doesn't unwrap PersonY's legs from around PersonY's waist,short,oWant,0
PersonX hardly ever cuts the ribbon,to lower head,xIntent,0
PersonX doesn't refuse to go on a date with PersonY.,stumbles when walking,xWant,0
PersonX refuses to wait in the line.,to buy new bike,xAttr,0
PersonX tries to avoid PersonY,healthy,xWant,0
PersonX under no circumstances goes to the beach with PersonY's friends,nervous,xReact,0
PersonX has no luck in online auctions,to work on their own,xWant,0
PersonX doesn't deny PersonY satisfaction,thinks about new friends,xEffect,0
PersonX doesn't refuse to wait in the line.,themselves,xWant,0
PersonX doesn't disengage PersonY in conversation,to raise PersonX's children,oReact,0
PersonX by no means goes fishing with PersonY's father,Fix PersonY's problems,xNeed,0
PersonX will return.,to fix the flower,xAttr,0
PersonX refuses to visit PersonY,to capacity,oWant,0
PersonX discontinues calling PersonY's wife,inhibit personY's progress,xNeed,0
PersonX not at all tells PersonY's story,to practice often,xIntent,0
PersonX stops reducing PersonX's costs,plan for teacg,xReact,0
PersonX hardly ever sees PersonY,careful,xNeed,0
PersonX disregards PersonY's course,don't be thrifty,xAttr,0
PersonX sees no friends,not Relieve,xReact,0
PersonX has trouble with getting new glasses,thinks about things he can't afford to buy,xWant,0
PersonX by no means asks PersonY to dance,not upset,xAttr,0
PersonX hires nobody,don't help PersonY,xWant,0
PersonX disinvests PersonX's money,upset,xAttr,0
PersonX doesn't buy no new clothes,uninterested,xWant,0
PersonX disproves PersonX's innocence,to get a plan,xEffect,0
PersonX not at all tells PersonY's story,not down,xWant,0
PersonX displeases PersonY's partner,Don't avoid personx,xIntent,0
PersonX doesn't avoid releasing PersonY's hand,to get another copy of the book,xWant,0
PersonX doesn't avoid PersonY,upset,oReact,0
PersonX halts making decisions for PersonY,to be mean,xIntent,0
PersonX refuses to help PersonY.,not obnoxious,xIntent,0
PersonX doesn't avoid PersonY,mean,oReact,0
PersonX wants to hang out without PersonY,not aloof,xWant,0
PersonX under no circumstances lets PersonY sleep,be invited,oWant,0
PersonX avoids PersonX's boss,be asked for information,oEffect,0
PersonX dislikes to cook,not disinterested,xIntent,0
PersonX doesn't discourage PersonX's wife.,To not break the law,oReact,0
PersonX creates no opportunity,The children to don't get ready for bed,xAttr,0
PersonX avoids PersonY a lot.,not Accomplish,xAttr,0
PersonX dislikes PersonY's friend.,unfriendly,xAttr,0
PersonX dismantles PersonY's organization,don't call PersonY up,xNeed,0
PersonX prevents PersonY from winning,thinks about new friends,xAttr,0
PersonX denies that they demonstrate PersonX's ability,unyielding,xIntent,0
PersonX doesn't refuse to give PersonY lessons,gets in trouble for his anger,xWant,0
PersonX plays games in the absence of PersonX's friends,not Discipline,xReact,0
PersonX no longer lays PersonY off,brutal,xNeed,0
PersonX by no means doesn't return PersonY's phone,Dance with somebody else,xReact,0
PersonX doesn't stop coming after PersonY,to go on a date,oEffect,0
PersonX never gets a girlfriend,to buy some kale,xWant,0
PersonX will get married,to socializing her,xEffect,0
PersonX never has fun.,to leave,xWant,0
PersonX hardly ever freaks PersonY out,don't make new friends,xWant,0
PersonX stops PersonY from studying,not unkind,xReact,0
PersonX refuses to speak of PersonY,not unemployed,xWant,0
PersonX cuts no hair,to leave,xReact,0
PersonX in no way doesn't give PersonY the best,fails,xAttr,0
PersonX has no kids,not Inept,xEffect,0
PersonX denies PersonY access.,not Insult,oWant,0
PersonX isn't on no condition angry at PersonY's brother,dull,oWant,0
PersonX would avoid PersonY,to know who Y is,oReact,0
PersonX disavows the real estate deed.,To not be ask out again,xReact,0
PersonX refuses to give PersonY evidence,don't unpack,xWant,0
PersonX dissuades PersonY from leaving,get their life back,xReact,0
PersonX wants to hang out without PersonY,for PersonY to volunteer their time instead,oReact,0
PersonX denies that they tell PersonY's parents,don't be a good person,xAttr,0
PersonX gets unquiet,persony to get a new friend,xWant,0
PersonX by no means goes fishing with PersonY's father,excited,oEffect,0
PersonX avoids PersonY's shoulder,not avoidant,oReact,0
PersonX denies that they pick up PersonY's bag,Gets yell at,xIntent,0
PersonX never visits PersonY's relatives,don't reach out to their friends,xReact,0
PersonX disregards PersonY's value.,to ignore everybody,xNeed,0
PersonX refuses to want PersonY to leave,don't buy some kale,oWant,0
PersonX refuses to want PersonY to leave,not lonely,xWant,0
PersonX never has fun.,Don't go in a store,xAttr,0
PersonX gives PersonY nothing,Doesn't get in trouble,xWant,0
PersonX not at all persuades PersonY to leave,Don't make personX's father aware,xWant,0
PersonX disagrees with PersonY's point of view,Don't be indifferent,xIntent,0
PersonX gives nothing to PersonY,confused,xWant,0
PersonX doesn't resist running toward PersonY,to be free from a relationship,xAttr,0
PersonX will never get married,not Hurry,xIntent,0
PersonX doesn't have no influence,to stay alone,xAttr,0
